date,amount bought,sku,money spent
2019-12-30,1200.0,MKT-STICKERS-LOGO,0.0
2019-12-30,17.70233,MORSEL-5KG,201.09846879999998
2019-12-30,780.0,WT159033CF,93.6
2019-12-30,10.0,MERCH-T-SPOONS-U-S,149.5
2019-12-30,344.0,MKT-SIGN-BUTTERS,0.0
2019-12-30,7.0,MERCH-T-SPOONS-W-L,96.95
2019-12-30,11246.0,WT149189CF,449.84000000000003
2019-12-30,5628.0,WT149187CF,225.12
2019-12-30,82.0,NB-LABEL-GIFT4U,36.08
2019-12-30,10.0,WT157273CF,1.2
2019-12-30,1.75,371012,105.14
2019-12-30,178.0,WT156081CF,28.48
2019-12-30,93.0,MKT-SIGN-BARS,0.0
2019-12-30,38.0,WT159029CF,4.56
2019-12-30,495.0,WT156077CF,39.6
2019-12-30,6.09429,CHSPO12010Z,34.737453
2019-12-30,4.0,MERCH-T-SPOONS-W-S,55.4
2019-12-30,1.0,WT158151CF,0.12
2019-12-30,4.0,MERCH-T-SPOONS-W-M,55.4
2019-12-30,197.78692,44W64L,136.4729748
2019-12-30,2869.0099,G10-70-450BIGSPOON01-28,573.8019800000001
2019-12-30,12.0,5010000VK,581.88
2019-12-30,1658.14581,WT154684CF,281.8847877
2019-12-30,13.080680000000001,CRNGDO12025U,34.663802000000004
2019-12-30,9.0,MKT-SIGN-LOGO-FOAM,0.0
2019-12-30,3.0,S-7914,15.149999999999999
2019-12-30,2532.0,MKT-SIGN-ABOUTUS,0.0
2019-12-30,6.5,153311W,315.185
2019-12-30,225.0,WT158153CF,27.0
2019-12-30,6.0,MERCH-CYL-CAP,69.36
2019-12-30,235.0,LABEL-NB-LTD-CCAKE,21.15
2019-12-30,25.0,WT157270CF,3.0
2019-12-30,6.0,P009,9.78
2019-12-30,9859.0,WT149183CF,394.36
2019-12-30,621.0,15239,1142.64
2019-12-30,235.0,LABEL-NB-LTD-FGPNUT,21.15
2019-12-30,235.0,LABEL-NB-LTD-LCASH,21.15
2019-12-30,150.0,LABEL-NB-LTD-PEP,13.5
2019-12-30,235.0,LABEL-NB-LTD-PPIE,21.15
2019-12-30,4057.0,WT149184CF,162.28
2019-12-30,2.5,180048,34.775
2019-12-30,30.0,WT157271CF,3.5999999999999996
2019-12-30,1.0,Sq100,292.0
2019-12-30,75.0,666,67.5
2019-12-30,1.0,74045,55.11
2019-12-30,15.990829999999999,A4-15,78.0352504
2019-12-30,1139.9993,PKG-BAR-BOX,592.799636
2019-12-30,88.755,1086,279.57824999999997
2019-12-31,8.87461,No. 070,16.861759
2019-12-31,50.9266,345037P,524.034714
2019-12-31,60.0,I-SORGHUM,133.20000000000002
2019-12-31,98.81234,KOSH#10,486.15671280000004
2019-12-31,0.54,A4-15,2.6352
2019-12-31,1.0,250220,2.34
2019-12-31,0.06,I-ESP-TWALK,0.621
2019-12-31,1550.0,WT148393CF,139.5
2019-12-31,36.9,I-PEPITAS,116.23499999999999
2019-12-31,0.45,I-CHOC-NIBS,4.3875
2019-12-31,1550.0,WT148394CF,139.5
2019-12-31,7.0,VANPOWLB,350.7
2019-12-31,500.0,WT148401CF,45.0
2019-12-31,1.72,91040O,11.18
2019-12-31,440.42187,870H,1717.645293
2019-12-31,5850.0,WT148383CF,526.5
2019-12-31,30.780690000000003,SJH34407,55.097435100000006
2019-12-31,0.01,MORSEL-5KG,0.11359999999999999
2019-12-31,1.34,990042,11.457000000000003
2019-12-31,23.75,NSSU155,4.5600000000000005
2019-12-31,20.0,SJD2906,118.2
2019-12-31,12.1,SJD2906,71.511
2019-12-31,12.0,990042,102.60000000000001
2019-12-31,4.0,12128220,7.52
2019-12-31,0.3,SJD1706,2.262
2019-12-31,50.0,NSSU155,9.6
2019-12-31,41.79257,OGFCQ-136,239.0535004
2019-12-31,25.0,101006,25.0
2019-12-31,2200.0,26494,191.39999999999998
2019-12-31,1840.0,WT137957CF,220.79999999999998
2020-01-02,8.0,2123,135.92
2020-01-03,120.0,I-PECANS-ORG,750.0
2020-01-06,26.4,345037P,271.65599999999995
2020-01-06,10.57,250220,24.7338
2020-01-07,122.0,23012,317.2
2020-01-07,7.915,23012,20.579
2020-01-07,100.0,001A,1424.0
2020-01-07,60.0,I-PECANS-ORG,375.0
2020-01-08,5.0,G12-70-450ECO02-2,1.35
2020-01-08,5.0,WT154681CF,0.8500000000000001
2020-01-09,360.0,23012,936.0
2020-01-09,448.0,255,672.0
2020-01-09,27.74715,23012,72.14259000000001
2020-01-09,11520.0,G12-70-450ECO02-2,3110.4
2020-01-09,392.0,C70G-450GGMLP-5,43.12
2020-01-10,934.0,S-13166,9.34
2020-01-10,132.0,S-13166,1.32
2020-01-10,132.0,G12-70-450ECO02-2,35.64
2020-01-10,132.0,WT154680CF,22.44
2020-01-10,934.0,WT156077CF,74.72
2020-01-10,934.0,G12-70-450ECO02-2,252.18
2020-01-10,132.0,WT156077CF,10.56
2020-01-10,934.0,WT154679CF,158.78
2020-01-10,132.0,C70G-450GGMLP-5,14.52
2020-01-10,934.0,C70G-450GGMLP-5,102.74
2020-01-13,37.37035,23012,97.16291000000001
2020-01-13,500.0,12116120,1925.0
2020-01-13,1.02515,L90D,1.8965275000000001
2020-01-13,500.0,OGFCQ-136,2860.0
2020-01-13,100.0,S-13609,71.0
2020-01-13,5000.0,1086,15750.0
2020-01-13,3.9575,23012,10.2895
2020-01-13,60.0,MERCH-JAM-JAN20,274.8
2020-01-13,1.94,255,2.91
2020-01-13,75.0,12128220,141.0
2020-01-14,2.44716,KOSH#10,12.040027199999999
2020-01-14,11.22,I-PEPITAS,35.343
2020-01-14,0.6217199999999999,VANPOWLB,31.148172
2020-01-14,10.56,181242,18.9024
2020-01-14,19.8,GRANOLA,54.45
2020-01-14,21.84,870H,85.176
2020-01-14,3840.0,PKG-JAR-4OZ,822.3743999999999
2020-01-14,10.56,OGFCQ-136,60.4032
2020-01-14,19.8,QUINOAFLK50#B-O,41.184000000000005
2020-01-14,23000.0,C70G-450GGMLP-5,2530.0
2020-01-14,240.0,I-PECANS-ORG,1500.0
2020-01-14,24.74,23012,64.324
2020-01-15,2500.0,WT156080CF,400.0
2020-01-15,50.0,181242,89.5
2020-01-15,120.0,CHSPO12010Z,684.0
2020-01-15,60.0,MERCH-JAM-FEB20,499.8
2020-01-15,32.0,990042,273.6
2020-01-15,26.4,345037P,271.65599999999995
2020-01-15,14.9327,L90D,27.625495
2020-01-15,2500.0,WT156082CF,400.0
2020-01-15,2500.0,WT156081CF,400.0
2020-01-15,2500.0,WT156083CF,400.0
2020-01-16,1362.75,25494,118.55924999999999
2020-01-16,2478.75,25490,215.65124999999998
2020-01-16,1450.0,QUINOAFLK50#B-O,3016.0
2020-01-16,103.75,25490,9.02625
2020-01-16,1.2,126382,1867.8959999999997
2020-01-16,617.0,L90D,1141.45
2020-01-16,2115.0,25488,184.005
2020-01-16,72.48168000000001,L90D,134.09110800000002
2020-01-16,1.0,031026,38.89
2020-01-16,6845.75,25492,595.58025
2020-01-17,10.989,QUINOAFLK50#B-O,22.857120000000002
2020-01-18,1.0,0560,0.0
2020-01-20,150.0,986,90.0
2020-01-20,550.0,2201,940.5
2020-01-20,41.0,966,19.68
2020-01-20,1626.0,36804,1091.0459999999998
2020-01-21,58.0,I-PECANS-ORG,362.5
2020-01-21,1.0,MERCH-JAM-DEC19,6.96
2020-01-21,24.14075,23012,62.765950000000004
2020-01-22,304.8,20144,1947.672
2020-01-22,165.0,A4-15,805.1999999999999
2020-01-22,200.0,S-15895,204.0
2020-01-22,50.0,39876,18.0
2020-01-22,5.0,I-CHOC-NIBS,48.75
2020-01-22,15.0,I-CHOC-NIBS,146.25
2020-01-22,20.0,I-ESP-GGET,173.0
2020-01-23,459.0,966,220.32
2020-01-23,350.0,986,210.0
2020-01-23,7.0,OGFCQ-136,40.04
2020-01-23,7.0,MERCH-JAM-JAN20,32.06
2020-01-23,1.0,S-9948,1.65
2020-01-23,10.68,QUINOAFLK50#B-O,22.2144
2020-01-24,100.0,181242,179.0
2020-01-24,11.0,250220,25.74
2020-01-24,360.0,23012,936.0
2020-01-24,9.0,1309922,0.0
2020-01-24,13.2277,345037P,136.113033
2020-01-28,36.0,MERCH-JAM-JAN20,164.88
2020-01-28,2.0,005836,125.18
2020-01-28,5850.0,RPS,6142.5
2020-01-29,1.375,23012,3.575
2020-01-30,24.0,MERCH-JAM-JAN20,109.92
2020-01-31,200.0,I-PEPITAS,630.0
2020-01-31,300.0,I-PECANS-ORG,1875.0
2020-01-31,4000.0,1086,12600.0
2020-01-31,25.0,S-9948,41.25
2020-02-03,59.52,345037P,612.4608
2020-02-03,30000.0,C70G-450GGMLP-5,3300.0
2020-02-03,33.06,345037P,340.18739999999997
2020-02-03,200.0,181242,358.0
2020-02-03,250.0,NSSU155,48.0
2020-02-04,27500.0,25488,2392.5
2020-02-04,6600.0,25492,574.1999999999999
2020-02-04,54.0,MERCH-JAM-FEB20,449.82
2020-02-04,19800.0,25490,1722.6
2020-02-04,1.0,MKT-SIGN-BIGPRAISE,0.0
2020-02-04,50.0,12128220,94.0
2020-02-04,6600.0,25494,574.1999999999999
2020-02-05,10.0,180048,139.1
2020-02-05,1000.0,12116120,3850.0
2020-02-05,23040.0,G12-70-450ECO02-2,6220.8
2020-02-06,25.0,12128220,47.0
2020-02-08,500.0,1186,350.0
2020-02-10,200.0,KOSH#10,984.0
2020-02-10,100.0,KOSH#10,492.0
2020-02-10,50.0,KOSH#10,246.0
2020-02-10,50.0,KOSH#10,246.0
2020-02-10,50.0,KOSH#10,246.0
2020-02-10,50.0,KOSH#10,246.0
2020-02-11,3000.0,WT156086CF,480.0
2020-02-11,3000.0,WT156085CF,480.0
2020-02-11,3000.0,WT156084CF,480.0
2020-02-11,10822.0,25490,941.5139999999999
2020-02-11,1000.0,WT156081CF,160.0
2020-02-11,6000.0,WT154681CF,1020.0000000000001
2020-02-11,14664.0,25492,1275.7679999999998
2020-02-11,201.38125,25494,17.52016875
2020-02-11,20861.0,25494,1814.907
2020-02-11,5800.0,WT154678CF,986.0000000000001
2020-02-11,20935.0,25488,1821.3449999999998
2020-02-11,480.0,23012,1248.0
2020-02-11,4800.0,WT154677CF,816.0000000000001
2020-02-13,473.0,WT154674CF,80.41000000000001
2020-02-13,2310.0,WT154673CF,392.70000000000005
2020-02-13,788.0,WT154684CF,133.96
2020-02-13,4800.0,WT154677CF,816.0000000000001
2020-02-13,3884.0,WT154683CF,660.2800000000001
2020-02-13,5450.0,WT154678CF,926.5000000000001
2020-02-13,4922.0,WT161820CF,836.74
2020-02-13,6000.0,WT154681CF,1020.0000000000001
2020-02-13,1366.0,WT154679CF,232.22000000000003
2020-02-17,1.76,93040O,11.44
2020-02-17,1.0,2123,16.99
2020-02-17,240.0,93040O,1560.0
2020-02-17,5000.0,WT161823CF,950.0
2020-02-17,33.78,CRNGDO12025U,89.517
2020-02-17,0.29829,I-CHOC-NIBS,2.9083275
2020-02-17,17.98,I-PEPITAS,56.637
2020-02-17,5.3,345037P,54.53699999999999
2020-02-17,0.05,30073,0.3125
2020-02-17,4.4452,255,6.6678
2020-02-17,11.56338,L90D,21.392253
2020-02-17,0.03895,250220,0.09114299999999999
2020-02-17,7.701010000000001,870H,30.033939000000004
2020-02-17,2.0,MERCH-JAM-FEB20,16.66
2020-02-17,1.0,MERCH-JAM-JAN20,4.58
2020-02-17,0.24616,MORSEL-5KG,2.7963775999999996
2020-02-17,83.0,MERCH-JAM-FEB20,691.39
2020-02-17,1.69,12128220,3.1771999999999996
2020-02-17,39.46,12116120,151.92100000000002
2020-02-17,3.3875300000000004,No. 070,6.436307
2020-02-17,8790.0,ORBLSP,17140.5
2020-02-17,567.8,QUINOAFLK50#B-O,1181.024
2020-02-17,3.364,1086,10.596599999999999
2020-02-17,3.11795,001A,44.399608
2020-02-17,0.74411,SJD1706,5.6105894
2020-02-17,149.73,001A,2132.1551999999997
2020-02-17,1.6806900000000002,SJH34407,3.0084351000000007
2020-02-17,1.8070099999999998,NSSU155,0.34694591999999996
2020-02-17,12.6472,181242,22.638488
2020-02-17,5.36,20144,34.2504
2020-02-18,5.0,I-ESP-TWALK,51.75
2020-02-18,50.0,I-ESP-GGET,432.5
2020-02-19,20.0,CHSPO12010Z,114.0
2020-02-19,6030.0,ORBLSP,11758.5
2020-02-19,6000.0,1086,18900.0
2020-02-19,19.8,345037P,203.742
2020-02-20,480.0,23012,1248.0
2020-02-20,1575.0,WT157431CF,693.0
2020-02-24,303.0,PKG-BAR-BOX,157.56
2020-02-24,4.0,PKG-BOX-2PK-4PK,1.96
2020-02-24,1.0,MERCH-JAM-FEB20,8.33
2020-02-24,4.0,NB-LABEL-GIFT4U,1.76
2020-02-25,23.5,I-CHOC-NIBS,229.125
2020-02-25,3.26288,KOSH#10,16.0533696
2020-02-25,300.0,CHSPO12010Z,1710.0
2020-02-25,630.1,GRANOLA,1732.775
2020-02-25,100000.0,S-13166,1000.0
2020-02-25,7200.0,PKG-BAR-BOX,3744.0
2020-02-27,203.0,MERCH-JAM-MAR20,1471.75
2020-02-27,132.27,MORSEL-5KG,1502.5872
2020-02-27,150.0,S-15895,153.0
2020-02-27,225.0,PL09W,112.5
2020-02-28,5.0,C70G-450GGMLP-5,0.55
2020-02-28,5.0,G12-70-450ECO02-2,1.35
2020-02-28,5.0,S-13166,0.05
2020-02-28,5.0,WT154681CF,0.8500000000000001
2020-03-02,21.91,990042,187.33050000000003
2020-03-02,16.66,RPS,17.493000000000002
2020-03-03,4.40115,23012,11.442990000000002
2020-03-03,2500.0,PKG-BOX-2PK-4PK,1225.0
2020-03-04,2.42,23012,6.292
2020-03-05,1.0,MKT-SIGN-BIGPRAISE,0.0
2020-03-06,48.0,WT156077CF,3.84
2020-03-06,4.0,WT156077CF,0.32
2020-03-09,75.0,SJH34407,134.25
2020-03-09,26884.0,WT156077CF,2150.7200000000003
2020-03-09,441.0,No. 070,837.9
2020-03-09,1455.0,WT154682CF,174.6
2020-03-09,20.0,VANPOWLB,1002.0
2020-03-09,9.94,KOSH#10,48.904799999999994
2020-03-09,0.73617,I-CHOC-NIBS,7.1776575
2020-03-09,480.0,23012,1248.0
2020-03-10,600.0,I-PECANS-ORG,3750.0
2020-03-11,90.0,36285,371.7
2020-03-12,31.5,990042,269.32500000000005
2020-03-12,200.0,P009,326.0
2020-03-12,110.0,CHSPO12010Z,627.0
2020-03-12,90.0,CHSPO12010Z,513.0
2020-03-12,200.0,CRNGDO12025U,530.0
2020-03-12,55016.0,25490,4786.392
2020-03-13,0.55116,990042,4.712418
2020-03-15,1435.0,39876,516.6
2020-03-16,39.6,345037P,407.484
2020-03-16,46.2,345037P,475.39799999999997
2020-03-16,6.6,345037P,67.91399999999999
2020-03-16,200.0,181242,358.0
2020-03-17,200.0,S-15895,204.0
2020-03-17,204.0,MERCH-JAM-APRIL20,918.0
2020-03-17,950.0,12116120,3657.5
2020-03-17,75.0,12128220,141.0
2020-03-18,480.0,23012,1248.0
2020-03-18,9.9977,23012,25.994020000000003
2020-03-18,6000.0,1086,18900.0
2020-03-18,50.0,12128220,94.0
2020-03-18,19.25,I-CHOC-NIBS,187.6875
2020-03-19,1.1024,KOSH#10,5.423808
2020-03-19,1.09128,KOSH#10,5.3690976
2020-03-19,0.62566,990042,5.349393
2020-03-20,1371.6,20144,8764.524
2020-03-24,16.8258,WT154676CF,2.8603860000000005
2020-03-24,10.0,23012,26.0
2020-03-24,427.6424,WT154679CF,72.69920800000001
2020-03-24,1.0,MERCH-JAM-MAR20,7.25
2020-03-24,38.3164,WT154682CF,4.597968
2020-03-24,586.0,WT156077CF,46.88
2020-03-24,63.0,WT147099CF,8.19
2020-03-24,101.0,WT154680CF,17.17
2020-03-26,11520.0,G12-70-450ECO02-2,3110.4
2020-03-26,3336.0,PKG-JAR-4OZ,714.4377599999999
2020-03-26,7800.0,RPS,8190.0
2020-03-26,735.0,39877,402.045
2020-03-30,1.0,SJH6000,5.43
2020-03-31,500.0,OGFCQ-136,2860.0
2020-03-31,617.0,L90D,1141.45
2020-03-31,1.91875,A4-15,9.3635
2020-03-31,1.0,A4-15,4.88
2020-04-02,275.0,A4-15,1342.0
2020-04-02,8.6,S1608-G,0.0
2020-04-02,500.0,S-13609,355.0
2020-04-02,0.6832600000000001,NSSU155,0.13118592
2020-04-02,240.0,23012,624.0
2020-04-02,3262.85,870H,12725.115
2020-04-02,17.9652,WT154674CF,3.054084
