sku,price,fully_qualified_name,active,for_sale,product_type,incremental_order_quantity,pack_size,pack_size_qty,weight,weight_units
BAR-DRYKIT-CC,0,Bar Dry Kits:CC,True,True,inventory_assembly,1,,,0,
NB-FGIN-13OZ-SAMPLE,0,"Nut Butter, 13 oz Single Jar Sample:Fiji Ginger",True,True,inventory_assembly,1,,,1.38,lb
NB-CSS-13OZ-SAMPLE,0,"Nut Butter, 13 oz Single Jar Sample:Chocolate Sea Salt",True,True,inventory_assembly,1,,,1.38,lb
NB-CHAI-13OZ-SAMPLE,0,"Nut Butter, 13 oz Single Jar Sample:Chai Spice",True,True,inventory_assembly,1,,,1.38,lb
NB-CASH-13OZ-SAMPLE,0,"Nut Butter, 13 oz Single Jar Sample:Cashew Butter",True,True,inventory_assembly,1,,,1.38,lb
NB-ALM-130Z-SAMPLE,0,"Nut Butter, 13 oz Single Jar Sample:Almond Butter",True,True,inventory_assembly,1,,,1.38,lb
NB-13OZ-SAMPLE,0,"Nut Butter, 13 oz Single Jar Sample",True,True,inventory_assembly,1,,,0,
NB-GGET-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:GGet Espresso",True,True,inventory_assembly,1,,,0,
NB-FGIN-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Fiji Ginger",True,True,inventory_assembly,1,,,0,
NB-CSS-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Chocolate Sea Salt",True,True,inventory_assembly,1,,,0,
NB-CASH-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Cashew Butter",True,True,inventory_assembly,1,,,0,
NB-ALM-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Almond Butter",True,True,inventory_assembly,1,,,0,
NB-LTD-CCAKE-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Ltd Batch - Carrot Cake Walnut",True,True,inventory_assembly,1,,,0,
NB-LTD-PPIE-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Ltd Batch - Sorghum Pecan Pie",True,True,inventory_assembly,1,,,0,
NB-LTD-FGPNUT-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Ltd Batch - Fiji Ginger Peanut",True,True,inventory_assembly,1,,,0,
NB-LTD-CCCG,0,Limited Batch - Chocolate Chocolate Chocolate Gianduja Nut Butter,True,True,inventory_assembly,1,,,0,
BAR-DRYKIT-GA,0,Bar Dry Kits:GA,True,True,inventory_assembly,1,,,0,
BAR-DRYKIT-FC,0,Bar Dry Kits:FC,True,True,inventory_assembly,1,,,0,
BAR-DRYKIT-CP,0,Bar Dry Kits:CP,True,True,inventory_assembly,1,,,0,
NB-ABJ-MAY20,0,"Nut Butter, AB&J 2-Pack 13 oz Jar:ABJ-MAY20",True,True,inventory_assembly,1,2/13oz Pack,,2.5,
NB-CASH-13OZ-1PACK-GIFT,0,"Nut Butter, 13 oz Single Jar Gift Pack:Cashew Butter",True,True,inventory_assembly,1,1/13oz Pack,,2,
NB-CSS-13OZ-1PACK-GIFT,0,"Nut Butter, 13 oz Single Jar Gift Pack:Chocolate Sea Salt",True,True,inventory_assembly,1,1/13oz Pack,,2,
NB-MAMBA-TCO-130Z-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Hot Mamba & Toasted Coconut",True,True,inventory_assembly,1,2/13oz Pack,,3,
NB-MAMBA-PPEC-130Z-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Hot Mamba & Peanut Pecan",True,True,inventory_assembly,1,2/13oz Pack,,3,lb
NB-MAMBA-PNUT-130Z-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Hot Mamba & Peanut Butter",True,True,inventory_assembly,1,2/13oz Pack,,3,lb
NB-MAMBA-MPC-130Z-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Hot Mamba & Maple Cinnamon",True,True,inventory_assembly,1,2/13oz Pack,,3,
NB-FGIN-TCO-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Fiji Ginger & Toasted Coconut",True,True,inventory_assembly,1,2/13oz Pack,,3,
NB-FGIN-PPEC-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Fiji Ginger & Peanut Pecan",True,True,inventory_assembly,1,2/13oz Pack,,3,
NB-FGIN-PNUT-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Fiji Ginger & Peanut Butter",True,True,inventory_assembly,1,2/13oz Pack,,3,
NB-MPC-PNUT-130Z-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Maple Cinnamon & Peanut Butter",True,True,inventory_assembly,1,2/13oz Pack,,3,
NB-FGIN-MPC-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Fiji Ginger & Maple Cinnamon",True,True,inventory_assembly,1,2/13oz Pack,,3,lb
NB-CSS-TCO-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Chocolate Sea Salt & Toasted Coconut",True,True,inventory_assembly,1,2/13oz Pack,,3,
NB-CSS-PPEC-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Chocolate Sea Salt & Peanut Pecan",True,True,inventory_assembly,1,2/13oz Pack,,3,lb
NB-CSS-PNUT-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Chocolate Sea Salt & Peanut Butter",True,True,inventory_assembly,1,2/13oz Pack,,3,lb
NB-CSS-MPC-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Chocolate Sea Salt & Maple Cinnamon",True,True,inventory_assembly,1,2/13oz Pack,,3,
NB-CSS-MAMBA-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Chocolate Sea Salt & Hot Mamba",True,True,inventory_assembly,1,2/13oz Pack,,3,lb
NB-CSS-FGIN-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Chocolate Sea Salt & Fiji Ginger",True,True,inventory_assembly,1,2/13oz Pack,,3,lb
NB-CHAI-TCO-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Chai Spice & Toasted Coconut",True,True,inventory_assembly,1,2/13oz Pack,,3,lb
NB-FGIN-MAMBA-13OZ-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Hot Mamba & Fiji Ginger",True,True,inventory_assembly,1,2/13oz Pack,,3,
NB-MPC-PPEC-130Z-2PACK-GIFT,0,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Maple Cinnamon & Peanut Pecan",True,True,inventory_assembly,1,2/13oz Pack,,3,
