sku,cost_price,fully_qualified_name,active,incremental_order_quantity,pack_size,pack_size_qty,weight,weight_units
NB-WHOOPS-ESP-13OZ,3.69,Whoops Tigerwalk Espresso Nut Butter:13 oz Jar,False,1,13 oz jar,,17,oz
NB-LTD-LCASH,0,Limited Batch - Lemon Cashew Nut Butter,True,1,,,0,
NB-LTD-LCASH-10OZ,0,Limited Batch - Lemon Cashew Nut Butter:10 oz Jar,True,1,10 oz,,1.25,lb
NB-LTD-LCASH-SCRAP,0,Limited Batch - Lemon Cashew Nut Butter:NB Scrap - 1 oz,True,1,1 oz,,1,oz
NB-R&D,0,R&D Nut Butters,True,1,,,0,
R&D-NB-CSS-ONYX,0,R&D Nut Butters:Guittard Onyx CSS,True,1,,,0,
R&D-NB-CHAI,0,R&D Nut Butters:Chai Spice Mix Options,True,1,,,0,
NB-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels",True,1,,,0,
NB-LCASH-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Ltd Batch - Lemon Cashew",True,1,,,0,
NB-PCO-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Peanut Cocoa",True,1,,,0,
NB-BAR-BUTTER-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Bar Butters",True,1,,,0,
NB-CHAI-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Chai Spice",True,1,,,0,
NB-PPEC-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Peanut Pecan",True,1,,,0,
NB-PNUT-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Peanut Butter",True,1,,,0,
NB-TCO-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Toasted Coconut",True,1,,,0,
NB-MPC-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Maple Cinnamon",True,1,,,0,
NB-TWALK-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Tigerwalk Espresso",True,1,,,0,
NB-MAMBA-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Hot Mamba",True,1,,,0,
NB-GGET-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:GGet Espresso",True,1,,,0,
NB-FGIN-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Fiji Ginger",True,1,,,0,
NB-CSS-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Chocolate Sea Salt",True,1,,,0,
NB-CASH-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Cashew Butter",True,1,,,0,
NB-ALM-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Almond Butter",True,1,,,0,
NB-PCASH-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Peanut Cashew",True,1,,,0,
NB-LTD-CCAKE-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Ltd Batch - Carrot Cake Walnut",True,1,,,0,
NB-LTD-PPIE-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Ltd Batch - Sorghum Pecan Pie",True,1,,,0,
NB-LTD-FGPNUT-TRANS-JAR,0,"Nut Butter, Transition Jar Packaging & Labels:Ltd Batch - Fiji Ginger Peanut",True,1,,,0,
R&D-BATCH,0,R&D Batch,True,1,,,0,
R&D-BT-CSS-ONYX,0,R&D Batch:Guittard Onyx CSS,True,1,,,0,
R&D-BT-BAR-FC,0,R&D Batch:Figgy Chai,True,1,,,0,
R&D-BT-CHAI,0,R&D Batch:Chai Spice Mix Options,True,1,,,0,
MERCH-BSR-10OZ-JAR,0,BSR Labeled 10 oz Jar - Case,True,1,12 Jar Case,12.0,0,
NB-PCASH,0,Peanut Cashew Butter,True,1,,,0,
NB-PCASH-10OZ-1,0,Peanut Cashew Butter:10 oz Jar,True,1,,,0,
NB-10OZ-CASE,0,"Nut Butter, 10 oz Case",True,1,12/10oz Case,,0,
NB-PCO-10OZ-CASE,0,"Nut Butter, 10 oz Case:Peanut Cocoa",False,1,12/10oz Case,,12,lb
NB-PCASH-10OZ-CASE,0,"Nut Butter, 10 oz Case:Peanut Cashew",False,1,12/10oz Case,,12,lb
NB-WAG,0,Wag Butter,True,1,,,0,
NB-WAG-13OZ,0,Wag Butter:13 oz Jar,True,6,13 oz jar,,17,oz
NB-WAG-4LB,0,Wag Butter:4# Bucket,True,1,4# Bucket,,0,
NB-WAG-8LB,0,Wag Butter:8# Bucket,True,1,8# Bucket,,0,
NB-WAG-SCRAP,0,Wag Butter:NB Scrap - 1 oz,True,1,1 oz,,0,
BAR-R&D,0,R&D Bars,True,1,,,0,
R&D-BAR-FC,0,R&D Bars:Bar,True,1,,,0,
NB-13OZ-6PACK,0,"Nut Butter, 6-Pack 13 oz",True,1,,,0,
NB-GH-6PACK,0,"Nut Butter, 6-Pack 13 oz:GH-6PACK",True,1,,,0,
MP-NB-BAR,0,Nut Butter & Bar Multi-packs,True,1,,,0,
MP-PANTRY,0,Nut Butter & Bar Multi-packs:Pantry Pack,True,1,,,0,
NB-LTD-CCAKE,0,Limited Batch - Carrot Cake Walnut Butter,True,1,,,0,
NB-LTD-CCAKE-10OZ,0,Limited Batch - Carrot Cake Walnut Butter:10 oz Jar,True,1,10 oz,,1.25,
