id,sku,price,name,active
15559,B-PNUT-4LB-INACTIVE,28,WHOLESALE-INACTIVE:B-PNUT-4LB,False
19802,B-PNUT-ONLY-INACTIVE,3.15,WHOLESALE-INACTIVE:B-PEANUTS-ONLY,False
15544,B-ALM-WFM-1GAL-INACTIVE,80,WHOLESALE-INACTIVE:B-ALM-WFM-1GAL,False
15542,B-ALM-4LB-INACTIVE,40,WHOLESALE-INACTIVE:B-ALM-4LB,False
20383,W-MPC-3OZ-INACTIVE,4.25,WHOLESALE-INACTIVE:W-MPC-3OZ,False
15569,W-ESP-10OZ-INACTIVE,8.5,WHOLESALE-INACTIVE:W-ESP-10OZ,False
15546,B-CHAI-8LB-INACTIVE,72,WHOLESALE-INACTIVE:B-CHAI-8LB,False
15562,B-PPEC-4LB-INACTIVE,36,WHOLESALE-INACTIVE:B-PPEC-4LB,False
15548,B-ESP-8LB-INACTIVE,84,WHOLESALE-INACTIVE:B-ESP-8LB,False
15550,B-HOTP-8LB-INACTIVE,72,WHOLESALE-INACTIVE:B-HOTP-8LB,False
15539,B-ACT-8LB-INACTIVE,84,WHOLESALE-INACTIVE:Each,False
15563,B-PPEC-8LB-INACTIVE,72,WHOLESALE-INACTIVE:Each,False
15551,B-MPC-4LB-INACTIVE,36,WHOLESALE-INACTIVE:Each,False
171584,NB-GH-6PACK,69.95,"Nut Butter, 6-Pack 13 oz:GH-6PACK",True
171407,NB-PBJ-SUBSCR-APR20,29,"Nut Butter, Subscriptions:PBJ-APR20-SUBSCR",False
171773,NB-LTD-CCAKE-10OZ,14.95,Limited Batch - Carrot Cake Walnut Butter:10 oz Jar,True
171402,MERCH-JAM-APRIL20,8.95,Featured Jam:Potlicker Kitchen Pear Ginger Jam,True
171403,NB-PBJ-APR20,17.95,"Nut Butter, PB&J 2-Pack 13 oz Jar:PBJ-APR20",False
171405,NB-ABJ-APR20,19.5,"Nut Butter, AB&J 2-Pack 13 oz Jar:ABJ-APR20",False
171406,NB-ABJ-APR20-GIFT,22.95,"Nut Butter, AB&J 2-Pack 13 oz Jar:ABJ-APR20-GIFT",False
171586,MP-PANTRY,57.95,Nut Butter & Bar Multi-packs:Pantry Pack,True
162606,NB-MPC-PNUT-130Z-2PACK-GIFT,27.95,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Maple Cinnamon & Peanut Butter",True
170162,MKT-STICKERS-OCTO,0,Marketing Materials:Stickers - Octopus,True
171774,NB-TRIO-SS20,34.95,"Nut Butter, 3-Pack 13 oz:TRIO-SS20",True
171404,NB-PBJ-APR20-GIFT,21.5,"Nut Butter, PB&J 2-Pack 13 oz Jar:PBJ-APR20-GIFT",False
171409,NB-RSTR-SUBSCR-APR20,15.95,"Nut Butter, Subscriptions:RSTR-APR20",True
171582,NB-VP-13OZ-CASE,139.95,"Nut Butter, 13 oz Case:Ultimate NB Variety Pack",True
162522,BAR-AP-SUBSCR,32,"Nut Butter Bar, Subscriptions:Apricot Pepita",True
162539,NB-CASH-SUBSCR,19.95,"Nut Butter, Subscriptions:YOUR-CASH",True
162530,NB-PPEC-SUBSCR,16.95,"Nut Butter, Subscriptions:YOUR-PPEC",True
162544,NB-CASH-13OZ-1PACK-GIFT,5.63,"Nut Butter, 13 oz Single Jar Gift Pack:Cashew Butter",True
162151,NB-PALM-10OZ,7.5,Peanut Almond:10 oz Jar,True
171408,NB-ABJ-SUBSCR-APR20,31,"Nut Butter, Subscriptions:ABJ-APR20-SUBSCR",False
161852,MERCH-T-PNUT-U-XL,20,2018 BSR T-shirt - Peanut Plant:Unisex XL,False
162557,NB-CHAI-13OZ-2PACK-GIFT,11.25,"Nut Butter, 13oz Custom 2 Jar Gift Pack:Chai Spice",True
171622,AIRACO-STD,6.5,Shipping Charge:Airaco Standard,True
162137,NB-MPC-3OZ-CASE,71.95,"Nut Butter, 3 oz Case:Maple Cinnamon",True
161787,MERCH-T-SPOONS-W-XL,25,2019 BSR T-shirt - Spoons:Women's XL,True
171621,AIRACO-SAMEDAY,7.4,Shipping Charge:Airaco Same Day,True
164231,NB-CSS-3OZ,4.75,Chocolate Sea Salt Nut Butter:3 oz Jar,True
171619,45231700000-4,10,Shipping Charge:Central Market Freight Big Spoon Roasters,True
161932,NB-GGET-8LB,84,GGet Espresso Nut Butter:8# Bucket,True
